year,country,city,stage,home_team,away_team,home_score,away_score,outcome,win_conditions,winning_team,losing_team,date,month,dayofweek,Year_Decade,Month
1986,Mexico,Puebla,Group A,Italy,Argentina,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-05,Jun,Thursday,1980s,June
1986,Mexico,Mexico City,Group A,South Korea,Bulgaria,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-05,Jun,Thursday,1980s,June
1986,Mexico,Guadalajara,Group D,Brazil,Algeria,1,0,H,Italy won in AET,Brazil,Algeria,1986-06-06,Jun,Friday,1980s,June
1986,Mexico,Monterrey,Group F,England,Morocco,0,0,D,Italy won in AET,Brazil,Mexico,1986-06-06,Jun,Friday,1980s,June
1986,Mexico,Irapuato,Group C,Hungary,Canada,2,0,H,Italy won in AET,Hungary,Canada,1986-06-06,Jun,Friday,1980s,June
1986,Mexico,Mexico City,Group B,Mexico,Paraguay,1,1,D,Italy won in AET,Brazil,Mexico,1986-06-07,Jun,Saturday,1980s,June
1986,Mexico,Guadalajara,Group D,Northern Ireland,Spain,1,2,A,Italy won in AET,Spain,Northern Ireland,1986-06-07,Jun,Saturday,1980s,June
1986,Mexico,Monterrey,Group F,Poland,Portugal,1,0,H,Italy won in AET,Poland,Portugal,1986-06-07,Jun,Saturday,1980s,June
1986,Mexico,Nezahualcóyotl,Group E,Denmark,Uruguay,5,1,H,Italy won in AET,Denmark,Uruguay,1986-06-08,Jun,Sunday,1980s,June
1986,Mexico,Querétaro,Group E,West Germany,Scotland,2,1,H,Italy won in AET,West Germany,Scotland,1986-06-08,Jun,Sunday,1980s,June
1986,Mexico,Toluca,Group B,Iraq,Belgium,1,2,A,Italy won in AET,Belgium,Iraq,1986-06-08,Jun,Sunday,1980s,June
1986,Mexico,León,Group C,Hungary,France,0,3,A,Italy won in AET,France,Hungary,1986-06-09,Jun,Monday,1980s,June
1986,Mexico,Irapuato,Group C,Soviet Union,Canada,2,0,H,Italy won in AET,Soviet Union,Canada,1986-06-09,Jun,Monday,1980s,June
1986,Mexico,Mexico City,Group A,Argentina,Bulgaria,2,0,H,Italy won in AET,Argentina,Bulgaria,1986-06-10,Jun,Tuesday,1980s,June
1986,Mexico,Puebla,Group A,South Korea,Italy,2,3,A,Italy won in AET,Italy,South Korea,1986-06-10,Jun,Tuesday,1980s,June
1986,Mexico,Monterrey,Group F,England,Poland,3,0,H,Italy won in AET,England,Poland,1986-06-11,Jun,Wednesday,1980s,June
1986,Mexico,Mexico City,Group B,Mexico,Iraq,1,0,H,Italy won in AET,Mexico,Iraq,1986-06-11,Jun,Wednesday,1980s,June
1986,Mexico,Toluca,Group B,Paraguay,Belgium,2,2,D,Italy won in AET,Brazil,Mexico,1986-06-11,Jun,Wednesday,1980s,June
1986,Mexico,Guadalajara,Group F,Portugal,Morocco,1,3,A,Italy won in AET,Morocco,Portugal,1986-06-11,Jun,Wednesday,1980s,June
1986,Mexico,Monterrey,Group D,Algeria,Spain,0,3,A,Italy won in AET,Spain,Algeria,1986-06-12,Jun,Thursday,1980s,June
1986,Mexico,Guadalajara,Group D,Northern Ireland,Brazil,0,3,A,Italy won in AET,Brazil,Northern Ireland,1986-06-12,Jun,Thursday,1980s,June
1986,Mexico,Querétaro,Group E,Denmark,West Germany,2,0,H,Italy won in AET,Denmark,West Germany,1986-06-13,Jun,Friday,1980s,June
1986,Mexico,Nezahualcóyotl,Group E,Scotland,Uruguay,0,0,D,Italy won in AET,Brazil,Mexico,1986-06-13,Jun,Friday,1980s,June
1986,Mexico,Mexico City,Round of 16,Mexico,Bulgaria,2,0,H,Italy won in AET,Mexico,Bulgaria,1986-06-15,Jun,Sunday,1980s,June
1986,Mexico,León,Round of 16,Soviet Union,Belgium,3,4,A,Belgium won in AET,Belgium,Soviet Union,1986-06-15,Jun,Sunday,1980s,June
1986,Mexico,Puebla,Round of 16,Argentina,Uruguay,1,0,H,Italy won in AET,Argentina,Uruguay,1986-06-16,Jun,Monday,1980s,June
1986,Mexico,Guadalajara,Round of 16,Brazil,Poland,4,0,H,Italy won in AET,Brazil,Poland,1986-06-16,Jun,Monday,1980s,June
1986,Mexico,Mexico City,Round of 16,Italy,France,0,2,A,Italy won in AET,France,Italy,1986-06-17,Jun,Tuesday,1980s,June
1986,Mexico,Monterrey,Round of 16,Morocco,West Germany,0,1,A,Italy won in AET,West Germany,Morocco,1986-06-17,Jun,Tuesday,1980s,June
1986,Mexico,Querétaro,Round of 16,Denmark,Spain,1,5,A,Italy won in AET,Spain,Denmark,1986-06-18,Jun,Wednesday,1980s,June
1986,Mexico,Mexico City,Round of 16,England,Paraguay,3,0,H,Italy won in AET,England,Paraguay,1986-06-18,Jun,Wednesday,1980s,June
1986,Mexico,Guadalajara,Quarterfinals,Brazil,France,1,1,A,France won in penalties (4 - 3),France,Brazil,1986-06-21,Jun,Saturday,1980s,June
1986,Mexico,Monterrey,Quarterfinals,Mexico,West Germany,0,0,A,West Germany won in penalties (4 - 1),West Germany,Mexico,1986-06-21,Jun,Saturday,1980s,June
1986,Mexico,Mexico City,Quarterfinals,Argentina,England,2,1,H,Italy won in AET,Argentina,England,1986-06-22,Jun,Sunday,1980s,June
1986,Mexico,Puebla,Quarterfinals,Spain,Belgium,1,1,A,Belgium won in penalties (5 - 4),Belgium,Spain,1986-06-22,Jun,Sunday,1980s,June
1986,Mexico,Mexico City,Semifinals,Argentina,Belgium,2,0,H,Italy won in AET,Argentina,Belgium,1986-06-25,Jun,Wednesday,1980s,June
1986,Mexico,Guadalajara,Semifinals,France,West Germany,0,2,A,Italy won in AET,West Germany,France,1986-06-25,Jun,Wednesday,1980s,June
1986,Mexico,Puebla,Third place,France,Belgium,4,2,H,France won in AET,France,Belgium,1986-06-28,Jun,Saturday,1980s,June
1986,Mexico,Mexico City,Final,Argentina,West Germany,3,2,H,Italy won in AET,Argentina,West Germany,1986-06-29,Jun,Sunday,1980s,June
1990,Italy,Milan,Group B,Argentina,Cameroon,0,1,A,Italy won in AET,Cameroon,Argentina,1990-06-08,Jun,Friday,1990s,June
1990,Italy,Rome,Group A,Italy,Austria,1,0,H,Italy won in AET,Italy,Austria,1990-06-09,Jun,Saturday,1990s,June
1990,Italy,Bari,Group B,Soviet Union,Romania,0,2,A,Italy won in AET,Romania,Soviet Union,1990-06-09,Jun,Saturday,1990s,June
1990,Italy,Bologna,Group D,United Arab Emirates,Colombia,0,2,A,Italy won in AET,Colombia,United Arab Emirates,1990-06-09,Jun,Saturday,1990s,June
1990,Italy,Turin,Group C,Brazil,Sweden,2,1,H,Italy won in AET,Brazil,Sweden,1990-06-10,Jun,Sunday,1990s,June
1990,Italy,Milan,Group D,West Germany,Yugoslavia,4,1,H,Italy won in AET,West Germany,Yugoslavia,1990-06-10,Jun,Sunday,1990s,June
1990,Italy,Florence,Group A,United States,Czechoslovakia,1,5,A,Italy won in AET,Czechoslovakia,United States,1990-06-10,Jun,Sunday,1990s,June
1990,Italy,Genoa,Group C,Costa Rica,Scotland,1,0,H,Italy won in AET,Costa Rica,Scotland,1990-06-11,Jun,Monday,1990s,June
1990,Italy,Cagliari,Group F,England,Republic of Ireland,1,1,D,Italy won in AET,Brazil,Mexico,1990-06-11,Jun,Monday,1990s,June
1990,Italy,Verona,Group E,Belgium,South Korea,2,0,H,Italy won in AET,Belgium,South Korea,1990-06-12,Jun,Tuesday,1990s,June
1990,Italy,Palermo,Group F,Netherlands,Egypt,1,1,D,Italy won in AET,Brazil,Mexico,1990-06-12,Jun,Tuesday,1990s,June
1990,Italy,Naples,Group B,Argentina,Soviet Union,2,0,H,Italy won in AET,Argentina,Soviet Union,1990-06-13,Jun,Wednesday,1990s,June
1990,Italy,Udine,Group E,Uruguay,Spain,0,0,D,Italy won in AET,Brazil,Mexico,1990-06-13,Jun,Wednesday,1990s,June
1990,Italy,Bari,Group B,Cameroon,Romania,2,1,H,Italy won in AET,Cameroon,Romania,1990-06-14,Jun,Thursday,1990s,June
1990,Italy,Rome,Group A,Italy,United States,1,0,H,Italy won in AET,Italy,United States,1990-06-14,Jun,Thursday,1990s,June
1990,Italy,Bologna,Group D,Yugoslavia,Colombia,1,0,H,Italy won in AET,Yugoslavia,Colombia,1990-06-14,Jun,Thursday,1990s,June
1990,Italy,Florence,Group A,Austria,Czechoslovakia,0,1,A,Italy won in AET,Czechoslovakia,Austria,1990-06-15,Jun,Friday,1990s,June
1990,Italy,Milan,Group D,West Germany,United Arab Emirates,5,1,H,Italy won in AET,West Germany,United Arab Emirates,1990-06-15,Jun,Friday,1990s,June
1990,Italy,Turin,Group C,Brazil,Costa Rica,1,0,H,Italy won in AET,Brazil,Costa Rica,1990-06-16,Jun,Saturday,1990s,June
1990,Italy,Cagliari,Group F,England,Netherlands,0,0,D,Italy won in AET,Brazil,Mexico,1990-06-16,Jun,Saturday,1990s,June
1990,Italy,Genoa,Group C,Sweden,Scotland,1,2,A,Italy won in AET,Scotland,Sweden,1990-06-16,Jun,Saturday,1990s,June
1990,Italy,Verona,Group E,Belgium,Uruguay,3,1,H,Italy won in AET,Belgium,Uruguay,1990-06-17,Jun,Sunday,1990s,June
1990,Italy,Palermo,Group F,Republic of Ireland,Egypt,0,0,D,Italy won in AET,Brazil,Mexico,1990-06-17,Jun,Sunday,1990s,June
1990,Italy,Udine,Group E,South Korea,Spain,1,3,A,Italy won in AET,Spain,South Korea,1990-06-17,Jun,Sunday,1990s,June
1990,Italy,Naples,Group B,Argentina,Romania,1,1,D,Italy won in AET,Brazil,Mexico,1990-06-18,Jun,Monday,1990s,June
1990,Italy,Bari,Group B,Cameroon,Soviet Union,0,4,A,Italy won in AET,Soviet Union,Cameroon,1990-06-18,Jun,Monday,1990s,June
1990,Italy,Florence,Group A,Austria,United States,2,1,H,Italy won in AET,Austria,United States,1990-06-19,Jun,Tuesday,1990s,June
1990,Italy,Milan,Group D,West Germany,Colombia,1,1,D,Italy won in AET,Brazil,Mexico,1990-06-19,Jun,Tuesday,1990s,June
1990,Italy,Rome,Group A,Italy,Czechoslovakia,2,0,H,Italy won in AET,Italy,Czechoslovakia,1990-06-19,Jun,Tuesday,1990s,June
1990,Italy,Bologna,Group D,Yugoslavia,United Arab Emirates,4,1,H,Italy won in AET,Yugoslavia,United Arab Emirates,1990-06-19,Jun,Tuesday,1990s,June
1990,Italy,Turin,Group C,Brazil,Scotland,1,0,H,Italy won in AET,Brazil,Scotland,1990-06-20,Jun,Wednesday,1990s,June
1990,Italy,Genoa,Group C,Sweden,Costa Rica,1,2,A,Italy won in AET,Costa Rica,Sweden,1990-06-20,Jun,Wednesday,1990s,June
1990,Italy,Verona,Group E,Belgium,Spain,1,2,A,Italy won in AET,Spain,Belgium,1990-06-21,Jun,Thursday,1990s,June
1990,Italy,Cagliari,Group F,England,Egypt,1,0,H,Italy won in AET,England,Egypt,1990-06-21,Jun,Thursday,1990s,June
1990,Italy,Palermo,Group F,Republic of Ireland,Netherlands,1,1,D,Italy won in AET,Brazil,Mexico,1990-06-21,Jun,Thursday,1990s,June
1990,Italy,Udine,Group E,South Korea,Uruguay,0,1,A,Italy won in AET,Uruguay,South Korea,1990-06-21,Jun,Thursday,1990s,June
1990,Italy,Naples,Round of 16,Cameroon,Colombia,2,1,H,Cameroon won in AET,Cameroon,Colombia,1990-06-23,Jun,Saturday,1990s,June
1990,Italy,Bari,Round of 16,Czechoslovakia,Costa Rica,4,1,H,Italy won in AET,Czechoslovakia,Costa Rica,1990-06-23,Jun,Saturday,1990s,June
1990,Italy,Turin,Round of 16,Brazil,Argentina,0,1,A,Italy won in AET,Argentina,Brazil,1990-06-24,Jun,Sunday,1990s,June
1990,Italy,Milan,Round of 16,West Germany,Netherlands,2,1,H,Italy won in AET,West Germany,Netherlands,1990-06-24,Jun,Sunday,1990s,June
1990,Italy,Genoa,Round of 16,Republic of Ireland,Romania,0,0,H,Republic of Ireland won in penalties (5 - 4),Republic of Ireland,Romania,1990-06-25,Jun,Monday,1990s,June
1990,Italy,Rome,Round of 16,Italy,Uruguay,2,0,H,Italy won in AET,Italy,Uruguay,1990-06-25,Jun,Monday,1990s,June
1990,Italy,Bologna,Round of 16,England,Belgium,1,0,H,England won in AET,England,Belgium,1990-06-26,Jun,Tuesday,1990s,June
1990,Italy,Verona,Round of 16,Spain,Yugoslavia,1,2,A,Yugoslavia won in AET,Yugoslavia,Spain,1990-06-26,Jun,Tuesday,1990s,June
1990,Italy,Rome,Quarterfinals,Italy,Republic of Ireland,1,0,H,Italy won in AET,Italy,Republic of Ireland,1990-06-30,Jun,Saturday,1990s,June
1990,Italy,Florence,Quarterfinals,Yugoslavia,Argentina,0,0,A,Argentina won in penalties (3 - 2),Argentina,Yugoslavia,1990-06-30,Jun,Saturday,1990s,June
1990,Italy,Naples,Quarterfinals,Cameroon,England,2,3,A,England won in AET,England,Cameroon,1990-07-01,Jul,Sunday,1990s,July
1990,Italy,Milan,Quarterfinals,West Germany,Czechoslovakia,1,0,H,Italy won in AET,West Germany,Czechoslovakia,1990-07-01,Jul,Sunday,1990s,July
1990,Italy,Naples,Semifinals,Italy,Argentina,1,1,A,Argentina won in penalties (4 - 3),Argentina,Italy,1990-07-03,Jul,Tuesday,1990s,July
1990,Italy,Turin,Semifinals,West Germany,England,1,1,H,West Germany won in penalties (4 - 3),West Germany,England,1990-07-04,Jul,Wednesday,1990s,July
1990,Italy,Bari,Third place,Italy,England,2,1,H,Italy won in AET,Italy,England,1990-07-07,Jul,Saturday,1990s,July
1990,Italy,Rome,Final,West Germany,Argentina,1,0,H,Italy won in AET,West Germany,Argentina,1990-07-08,Jul,Sunday,1990s,July
1994,United States,Chicago,Group C,Germany,Bolivia,1,0,H,Italy won in AET,Germany,Bolivia,1994-06-17,Jun,Friday,1990s,June
1994,United States,Dallas,Group C,Spain,South Korea,2,2,D,Italy won in AET,Brazil,Mexico,1994-06-17,Jun,Friday,1990s,June
1994,United States,Pasadena,Group A,Colombia,Romania,1,3,A,Italy won in AET,Romania,Colombia,1994-06-18,Jun,Saturday,1990s,June
1994,United States,East Rutherford,Group E,Italy,Republic of Ireland,0,1,A,Italy won in AET,Republic of Ireland,Italy,1994-06-18,Jun,Saturday,1990s,June
1994,United States,Pontiac,Group A,United States,Switzerland,1,1,D,Italy won in AET,Brazil,Mexico,1994-06-18,Jun,Saturday,1990s,June
1994,United States,Orlando,Group F,Belgium,Morocco,1,0,H,Italy won in AET,Belgium,Morocco,1994-06-19,Jun,Sunday,1990s,June
1994,United States,Pasadena,Group B,Cameroon,Sweden,2,2,D,Italy won in AET,Brazil,Mexico,1994-06-19,Jun,Sunday,1990s,June
1994,United States,Washington,Group E,Norway,Mexico,1,0,H,Italy won in AET,Norway,Mexico,1994-06-19,Jun,Sunday,1990s,June
1994,United States,Palo Alto,Group B,Brazil,Russia,2,0,H,Italy won in AET,Brazil,Russia,1994-06-20,Jun,Monday,1990s,June
1994,United States,Washington,Group F,Netherlands,Saudi Arabia,2,1,H,Italy won in AET,Netherlands,Saudi Arabia,1994-06-20,Jun,Monday,1990s,June
1994,United States,Foxborough,Group D,Argentina,Greece,4,0,H,Italy won in AET,Argentina,Greece,1994-06-21,Jun,Tuesday,1990s,June
1994,United States,Chicago,Group C,Germany,Spain,1,1,D,Italy won in AET,Brazil,Mexico,1994-06-21,Jun,Tuesday,1990s,June
1994,United States,Dallas,Group D,Nigeria,Bulgaria,3,0,H,Italy won in AET,Nigeria,Bulgaria,1994-06-21,Jun,Tuesday,1990s,June
1994,United States,Pontiac,Group A,Romania,Switzerland,1,4,A,Italy won in AET,Switzerland,Romania,1994-06-22,Jun,Wednesday,1990s,June
1994,United States,Pasadena, Group A,United States,Colombia,2,1,H,Italy won in AET,United States,Colombia,1994-06-22,Jun,Wednesday,1990s,June
1994,United States,East Rutherford,Group E,Italy,Norway,1,0,H,Italy won in AET,Italy,Norway,1994-06-23,Jun,Thursday,1990s,June
1994,United States,Foxborough,Group C,South Korea,Bolivia,0,0,D,Italy won in AET,Brazil,Mexico,1994-06-23,Jun,Thursday,1990s,June
1994,United States,Palo Alto,Group B,Brazil,Cameroon,3,0,H,Italy won in AET,Brazil,Cameroon,1994-06-24,Jun,Friday,1990s,June
1994,United States,Orlando,Group E,Mexico,Republic of Ireland,2,1,H,Italy won in AET,Mexico,Republic of Ireland,1994-06-24,Jun,Friday,1990s,June
1994,United States,Pontiac,Group B,Sweden,Russia,3,1,H,Italy won in AET,Sweden,Russia,1994-06-24,Jun,Friday,1990s,June
1994,United States,Foxborough,Group D,Argentina,Nigeria,2,1,H,Italy won in AET,Argentina,Nigeria,1994-06-25,Jun,Saturday,1990s,June
1994,United States,Orlando,Group F,Belgium,Netherlands,1,0,H,Italy won in AET,Belgium,Netherlands,1994-06-25,Jun,Saturday,1990s,June
1994,United States,East Rutherford,Group F,Saudi Arabia,Morocco,2,1,H,Italy won in AET,Saudi Arabia,Morocco,1994-06-25,Jun,Saturday,1990s,June
1994,United States,Chicago,Group D,Bulgaria,Greece,4,0,H,Italy won in AET,Bulgaria,Greece,1994-06-26,Jun,Sunday,1990s,June
1994,United States,Palo Alto,Group A,Switzerland,Colombia,0,2,A,Italy won in AET,Colombia,Switzerland,1994-06-26,Jun,Sunday,1990s,June
1994,United States,Pasadena,Group A,United States,Romania,0,1,A,Italy won in AET,Romania,United States,1994-06-26,Jun,Sunday,1990s,June
1994,United States,Chicago,Group C,Bolivia,Spain,1,3,A,Italy won in AET,Spain,Bolivia,1994-06-27,Jun,Monday,1990s,June
1994,United States,Dallas,Group C,Germany,South Korea,3,2,H,Italy won in AET,Germany,South Korea,1994-06-27,Jun,Monday,1990s,June
1994,United States,Pontiac,Group B,Brazil,Sweden,1,1,D,Italy won in AET,Brazil,Mexico,1994-06-28,Jun,Tuesday,1990s,June
1994,United States,East Rutherford,Group E,Republic of Ireland,Norway,0,0,D,Italy won in AET,Brazil,Mexico,1994-06-28,Jun,Tuesday,1990s,June
1994,United States,Washington,Group E,Italy,Mexico,1,1,D,Italy won in AET,Brazil,Mexico,1994-06-28,Jun,Tuesday,1990s,June
1994,United States,Palo Alto,Group B,Russia,Cameroon,5,1,H,Italy won in AET,Russia,Cameroon,1994-06-28,Jun,Tuesday,1990s,June
1994,United States,Washington,Group F,Belgium,Saudi Arabia,0,1,A,Italy won in AET,Saudi Arabia,Belgium,1994-06-29,Jun,Wednesday,1990s,June
1994,United States,Orlando,Group F,Morocco,Netherlands,1,2,A,Italy won in AET,Netherlands,Morocco,1994-06-29,Jun,Wednesday,1990s,June
1994,United States,Dallas,Group D,Argentina,Bulgaria,0,2,A,Italy won in AET,Bulgaria,Argentina,1994-06-30,Jun,Thursday,1990s,June
1994,United States,Foxborough,Group D,Greece,Nigeria,0,2,A,Italy won in AET,Nigeria,Greece,1994-06-30,Jun,Thursday,1990s,June
1994,United States,Chicago,Round of 16,Germany,Belgium,3,2,H,Italy won in AET,Germany,Belgium,1994-07-02,Jul,Saturday,1990s,July
1994,United States,Washington,Round of 16,Spain,Switzerland,3,0,H,Italy won in AET,Spain,Switzerland,1994-07-02,Jul,Saturday,1990s,July
1994,United States,Pasadena,Round of 16,Romania,Argentina,3,2,H,Italy won in AET,Romania,Argentina,1994-07-03,Jul,Sunday,1990s,July
1994,United States,Dallas,Round of 16,Saudi Arabia,Sweden,1,3,A,Italy won in AET,Sweden,Saudi Arabia,1994-07-03,Jul,Sunday,1990s,July
1994,United States,Orlando,Round of 16,Netherlands,Republic of Ireland,2,0,H,Italy won in AET,Netherlands,Republic of Ireland,1994-07-04,Jul,Monday,1990s,July
1994,United States,Palo Alto,Round of 16,United States,Brazil,0,1,A,Italy won in AET,Brazil,United States,1994-07-04,Jul,Monday,1990s,July
1994,United States,East Rutherford,Round of 16,Mexico,Bulgaria,1,1,A,Bulgaria won in penalties (3 - 1),Bulgaria,Mexico,1994-07-05,Jul,Tuesday,1990s,July
1994,United States,Foxborough,Round of 16,Nigeria,Italy,1,2,A,Italy won in AET,Italy,Nigeria,1994-07-05,Jul,Tuesday,1990s,July
1994,United States,Foxborough,Quarterfinals,Italy,Spain,2,1,H,Italy won in AET,Italy,Spain,1994-07-09,Jul,Saturday,1990s,July
1994,United States,Dallas,Quarterfinals,Netherlands,Brazil,2,3,A,Italy won in AET,Brazil,Netherlands,1994-07-09,Jul,Saturday,1990s,July
1994,United States,East Rutherford,Quarterfinals,Bulgaria,Germany,2,1,H,Italy won in AET,Bulgaria,Germany,1994-07-10,Jul,Sunday,1990s,July
1994,United States,Palo Alto,Quarterfinals,Romania,Sweden,2,2,A,Sweden won in penalties (5 - 4),Sweden,Romania,1994-07-10,Jul,Sunday,1990s,July
1994,United States,East Rutherford,Semifinals,Bulgaria,Italy,1,2,A,Italy won in AET,Italy,Bulgaria,1994-07-13,Jul,Wednesday,1990s,July
1994,United States,Pasadena,Semifinals,Sweden,Brazil,0,1,A,Italy won in AET,Brazil,Sweden,1994-07-13,Jul,Wednesday,1990s,July
1994,United States,Pasadena,Third place,Sweden,Bulgaria,4,0,H,Italy won in AET,Sweden,Bulgaria,1994-07-16,Jul,Saturday,1990s,July
1994,United States,Pasadena,Final,Brazil,Italy,0,0,H,Brazil won in penalties (3 - 2),Brazil,Italy,1994-07-17,Jul,Sunday,1990s,July
1998,France,Saint-Denis,Group A,Brazil,Scotland,2,1,H,Italy won in AET,Brazil,Scotland,1998-06-10,Jun,Wednesday,1990s,June
1998,France,Montpellier,Group A,Morocco,Norway,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-10,Jun,Wednesday,1990s,June
1998,France,Toulouse,Group B,Cameroon,Austria,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-11,Jun,Thursday,1990s,June
1998,France,Bordeaux,Group B,Italy,Chile,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-11,Jun,Thursday,1990s,June
1998,France,Marseille,Group C,France,South Africa,3,0,H,Italy won in AET,France,South Africa,1998-06-12,Jun,Friday,1990s,June
1998,France,Montpellier,Group D,Paraguay,Bulgaria,0,0,D,Italy won in AET,Brazil,Mexico,1998-06-12,Jun,Friday,1990s,June
1998,France,Lens,Group C,Saudi Arabia,Denmark,0,1,A,Italy won in AET,Denmark,Saudi Arabia,1998-06-12,Jun,Friday,1990s,June
1998,France,Lyon,Group E,South Korea,Mexico,1,3,A,Italy won in AET,Mexico,South Korea,1998-06-13,Jun,Saturday,1990s,June
1998,France,Saint-Denis,Group E,Netherlands,Belgium,0,0,D,Italy won in AET,Brazil,Mexico,1998-06-13,Jun,Saturday,1990s,June
1998,France,Nantes,Group D,Spain,Nigeria,2,3,A,Italy won in AET,Nigeria,Spain,1998-06-13,Jun,Saturday,1990s,June
1998,France,Toulouse,Group H,Argentina,Japan,1,0,H,Italy won in AET,Argentina,Japan,1998-06-14,Jun,Sunday,1990s,June
1998,France,Lens,Group H,Jamaica,Croatia,1,3,A,Italy won in AET,Croatia,Jamaica,1998-06-14,Jun,Sunday,1990s,June
1998,France,Saint-Étienne,Group F,FR Yugoslavia,Iran,1,0,H,Italy won in AET,FR Yugoslavia,Iran,1998-06-14,Jun,Sunday,1990s,June
1998,France,Marseille,Group G,England,Tunisia,2,0,H,Italy won in AET,England,Tunisia,1998-06-15,Jun,Monday,1990s,June
1998,France,Paris,Group F,Germany,United States,2,0,H,Italy won in AET,Germany,United States,1998-06-15,Jun,Monday,1990s,June
1998,France,Lyon,Group G,Romania,Colombia,1,0,H,Italy won in AET,Romania,Colombia,1998-06-15,Jun,Monday,1990s,June
1998,France,Nantes,Group A,Brazil,Morocco,3,0,H,Italy won in AET,Brazil,Morocco,1998-06-16,Jun,Tuesday,1990s,June
1998,France,Bordeaux,Group A,Scotland,Norway,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-16,Jun,Tuesday,1990s,June
1998,France,Saint-Étienne,Group B,Chile,Austria,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-17,Jun,Wednesday,1990s,June
1998,France,Montpellier,Group B,Italy,Cameroon,3,0,H,Italy won in AET,Italy,Cameroon,1998-06-17,Jun,Wednesday,1990s,June
1998,France,Saint-Denis,Group C,France,Saudi Arabia,4,0,H,Italy won in AET,France,Saudi Arabia,1998-06-18,Jun,Thursday,1990s,June
1998,France,Toulouse,Group C,South Africa,Denmark,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-18,Jun,Thursday,1990s,June
1998,France,Paris,Group D,Nigeria,Bulgaria,1,0,H,Italy won in AET,Nigeria,Bulgaria,1998-06-19,Jun,Friday,1990s,June
1998,France,Saint-Étienne,Group D,Spain,Paraguay,0,0,D,Italy won in AET,Brazil,Mexico,1998-06-19,Jun,Friday,1990s,June
1998,France,Bordeaux,Group E,Belgium,Mexico,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-20,Jun,Saturday,1990s,June
1998,France,Nantes,Group H,Japan,Croatia,0,1,A,Italy won in AET,Croatia,Japan,1998-06-20,Jun,Saturday,1990s,June
1998,France,Marseille,Group E,Netherlands,South Korea,5,0,H,Italy won in AET,Netherlands,South Korea,1998-06-20,Jun,Saturday,1990s,June
1998,France,Paris,Group H,Argentina,Jamaica,5,0,H,Italy won in AET,Argentina,Jamaica,1998-06-21,Jun,Sunday,1990s,June
1998,France,Lens,Group F,Germany,FR Yugoslavia,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-21,Jun,Sunday,1990s,June
1998,France,Lyon,Group F,United States,Iran,1,2,A,Italy won in AET,Iran,United States,1998-06-21,Jun,Sunday,1990s,June
1998,France,Montpellier,Group G,Colombia,Tunisia,1,0,H,Italy won in AET,Colombia,Tunisia,1998-06-22,Jun,Monday,1990s,June
1998,France,Toulouse,Group G,Romania,England,2,1,H,Italy won in AET,Romania,England,1998-06-22,Jun,Monday,1990s,June
1998,France,Marseille,Group A,Brazil,Norway,1,2,A,Italy won in AET,Norway,Brazil,1998-06-23,Jun,Tuesday,1990s,June
1998,France,Nantes,Group B,Chile,Cameroon,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-23,Jun,Tuesday,1990s,June
1998,France,Saint-Denis,Group B,Italy,Austria,2,1,H,Italy won in AET,Italy,Austria,1998-06-23,Jun,Tuesday,1990s,June
1998,France,Saint-Étienne,Group A,Scotland,Morocco,0,3,A,Italy won in AET,Morocco,Scotland,1998-06-23,Jun,Tuesday,1990s,June
1998,France,Lyon,Group C,France,Denmark,2,1,H,Italy won in AET,France,Denmark,1998-06-24,Jun,Wednesday,1990s,June
1998,France,Toulouse,Group D,Nigeria,Paraguay,1,3,A,Italy won in AET,Paraguay,Nigeria,1998-06-24,Jun,Wednesday,1990s,June
1998,France,Bordeaux,Group C,South Africa,Saudi Arabia,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-24,Jun,Wednesday,1990s,June
1998,France,Lens,Group D,Spain,Bulgaria,5,1,H,Italy won in AET,Spain,Bulgaria,1998-06-24,Jun,Wednesday,1990s,June
1998,France,Paris,Group E,Belgium,South Korea,1,1,D,Italy won in AET,Brazil,Mexico,1998-06-25,Jun,Thursday,1990s,June
1998,France,Montpellier,Group F,Germany,Iran,2,0,H,Italy won in AET,Germany,Iran,1998-06-25,Jun,Thursday,1990s,June
1998,France,Saint-Étienne,Group E,Netherlands,Mexico,2,2,D,Italy won in AET,Brazil,Mexico,1998-06-25,Jun,Thursday,1990s,June
1998,France,Nantes,Group F,United States,Serbia,0,1,A,Italy won in AET,Serbia,United States,1998-06-25,Jun,Thursday,1990s,June
1998,France,Bordeaux,Group H,Argentina,Croatia,1,0,H,Italy won in AET,Argentina,Croatia,1998-06-26,Jun,Friday,1990s,June
1998,France,Lens,Group G,Colombia,England,0,2,A,Italy won in AET,England,Colombia,1998-06-26,Jun,Friday,1990s,June
